review_id,date,rating,review_text,platform,app_version,country,city,device,user_segment,subscription_tier,customer_tenure_months,acquisition_channel,language,support_ticket_created,verified_user
REV-000148,2026-01-12,2,"On my account, no relevant results appear in transaction history. It worked fine last week. Also, great app and the interface is clean. This should be clearer.",Android,3.2.1,Australia,Melbourne,Nothing Phone 2,Small Business,Free,27.0,Business Sales,English,False,True
REV-000149,2025-12-16,5,payments are fast and reliable now,Android,3.2.1,India,Jaipur,Nothing Phone 2,Power User,Premium,42.0,Organic,English,False,True
REV-000150,2025-07-10,4,document upload has a UI bug,Android,3.0.0,United States,San Francisco,OnePlus Nord,New User,Free,0.0,Paid Search,English,False,True
REV-000151,2026-04-21,2,"honestly, the app crash opens transaction history. i tried twice on wi-fi and mobile data. also, the refund arrived much faster than expected. kindly check asap.",iOS,3.3.1,India,Jaipur,iPhone 14,New User,Premium,0.0,Referral,Informal English,False,True
REV-000152,2026-05-14,3,CAN YOU ADD A ONE-TAP REORDER OPTION FOR BILL PAYMENTS,Android,3.4.0,United States,New York,Google Pixel 8,Power User,Premium,32.0,Referral,Informal English,False,True
REV-000153,2025-08-25,5,"After the latest update, Wish there was a one-tap reorder option for bill payments. This should be clearer.",iOS,3.0.1,United States,San Francisco,iPhone 15 Pro,Returning User,Free,13.0,Paid Search,English,False,True
REV-000154,2026-01-25,3,"On my account, card issue controls are not working. Kindly check asap.",Android,3.2.2,India,Bhopal,OnePlus 12,New User,Free,2.0,Social,English,False,True
REV-000155,2025-08-13,3,"After the latest update, Can you add team access and permissions. Need a reliable solution.",Android,3.0.1,India,Jaipur,Xiaomi Redmi Note 13,Returning User,Free,18.0,Paid Search,English,False,True
REV-000156,2026-03-04,3,"support ka reply late mila. This happened while paying a bill. Also, payments are fast and reliable now. Kindly check asap.",Android,3.3.0,India,Pune,Google Pixel 8,New User,Free,3.0,Paid Search,Hinglish,False,True
REV-000157,2025-10-24,4,the app freeze happens after login,Android,3.1.1,India,Ahmedabad,OnePlus 12,New User,Free,3.0,Organic,English,False,True
REV-000158,2026-03-02,3,"For the last few days, document upload has a UI bug. Need a reliable solution.",Android,3.3.0,India,Hyderabad,Samsung Galaxy A54,Power User,Free,40.0,Referral,English,True,True
REV-000159,2026-03-14,3,"On my account, the app asks for device verification again. I tried twice on Wi-Fi and mobile data. Also, excellent service and reliable transfers. Kindly check asap.",Android,3.3.0,United States,New York,Google Pixel 8,Returning User,Free,5.0,Referral,English,False,True
REV-000160,2026-03-26,1,"Since yesterday, card issue controls are not working. Please fix this.",Web,3.3.0,Australia,Melbourne,Firefox on Linux,Small Business,Business,31.0,Organic,English,True,True
REV-000161,2025-08-13,1,"on my account, checkout failed during bill payment. hope the next update resolves it.",iOS,3.0.1,Singapore,Singapore,iPhone SE,Small Business,Premium,16.0,Business Sales,Informal English,True,True
REV-000162,2026-05-22,5,"After the latest update, onboarding was simple. Please fix this.",iOS,3.4.0,India,Hyderabad,iPhone 15,New User,Free,2.0,Social,English,False,True
REV-000163,2025-10-01,1,"On my account, I was charged twice for one payment. It worked fine last week. Also, the refund arrived much faster than expected. Please fix this.",Android,3.1.1,United Kingdom,Manchester,Nothing Phone 2,New User,Free,2.0,Paid Search,English,False,True
REV-000164,2025-07-16,4,"On my account, Need an option to add family account access.",Android,3.0.0,United States,New York,Motorola Edge,Returning User,Free,8.0,Referral,English,False,True
REV-000165,2026-01-25,1,"Since yesterday, support ka reply late mila. Need a reliable solution.",iOS,3.2.2,India,Bhopal,iPhone SE,Returning User,Free,17.0,Organic,Hinglish,True,True
REV-000166,2025-11-30,3,no relevant results appear in transaction history,iOS,3.2.0,India,Hyderabad,iPhone 15,New User,Free,2.0,Referral,English,False,True
REV-000167,2026-04-22,1,a cancellation fee appeared without warning,Android,3.3.1,India,Chennai,Xiaomi Redmi Note 13,Returning User,Free,14.0,Organic,English,True,True
REV-000168,2026-04-13,1,"Honestly, OTP nahi aa raha, cannot log in. Please fix this.",iOS,3.3.1,United Arab Emirates,Dubai,iPhone 15,Returning User,Free,17.0,Organic,Hinglish,False,True
REV-000169,2025-11-11,3,"Since yesterday, filters and sorting reset every time. This is especially frustrating on a paid plan. Also, excellent service and reliable transfers.",iOS,3.2.0,India,Delhi,iPhone 15,Returning User,Free,15.0,Organic,English,False,True
REV-000170,2026-06-09,4,"For the last few days, Wish there was PDF statements. Also, excellent service and reliable transfers. Please fix this.",iOS,3.4.0,India,Ahmedabad,iPhone 15 Pro,Small Business,Premium,17.0,Business Sales,English,False,True
REV-000171,2025-10-29,3,"Since yesterday, subscription pricing is unclear. Kindly check asap.",Android,3.1.1,United Kingdom,London,Motorola Edge,Returning User,Free,12.0,Referral,English,False,True
REV-000172,2026-01-09,5,"Honestly, OTP nahi aa raha, cannot log in. Also, I receive duplicate notification messages. Please fix this.",iOS,3.2.1,India,Jaipur,iPhone 15,Power User,Business,44.0,Organic,Hinglish,False,True
REV-000173,2025-10-13,3,"After the latest update, my card freeze button not working. Hope the next update resolves it.",iOS,3.1.1,India,Bhopal,iPhone 15,Returning User,Free,23.0,Paid Search,English,False,True
REV-000174,2026-06-01,2,"Honestly, support fixed my issue quickly. veryyy slow",iOS,3.4.0,United States,San Francisco,iPhone 15 Pro,New User,Free,3.0,Paid Search,Informal English,False,True
REV-000175,2025-09-04,3,"Honestly, Please add personalized recommendations for spending. Please fix this.",Android,3.1.0,India,Hyderabad,Samsung Galaxy A54,New User,Free,2.0,Paid Search,English,False,True
REV-000176,2025-07-19,1,the hidden charge was not shown earlier,Android,3.0.0,United Arab Emirates,Abu Dhabi,Xiaomi Redmi Note 13,Returning User,Premium,14.0,Organic,English,False,True
REV-000177,2025-12-15,1,"For the last few days, payment failed but money deducted. Kindly check asap.",iOS,3.2.1,India,Mumbai,iPhone 15,Returning User,Premium,11.0,Referral,English,True,True
REV-000178,2026-06-27,4,I noticed that the transfer fee is too high. This should be clearer.,Android,3.4.0,India,Bengaluru,Google Pixel 8,New User,Free,0.0,Paid Search,English,False,True
REV-000179,2026-05-12,4,"Honestly, the latest version feels smooth and easy to use. Please fix this.",Android,3.4.0,India,Kolkata,OnePlus 12,New User,Free,0.0,Referral,English,False,True
REV-000180,2026-03-19,3,"card declined even though funds are available. Also, great app and the interface is clean. Hope the next update resolves it.",Android,3.3.0,India,Ahmedabad,Samsung Galaxy S23,Returning User,Free,22.0,Organic,English,False,True
REV-000181,2026-05-12,1,"Since yesterday, app baar baar crash ho rahi hai after update. This should be clearer.",Web,3.4.0,United Arab Emirates,Abu Dhabi,Firefox on Linux,Returning User,Free,17.0,Paid Search,Hinglish,False,True
REV-000182,2026-05-13,2,"device verification keeps repeating. The rest of the app is useful. Also, payments are fast and reliable now.",Android,3.4.0,Australia,Sydney,Samsung Galaxy A54,Student,Free,14.0,Campus Campaign,English,True,True
REV-000183,2026-01-11,1,there is an unexpected charge on my statement.,iOS,3.2.1,India,Pune,iPhone 14,New User,Free,3.0,Paid Search,English,False,True
REV-000184,2025-11-10,3,"For the last few days, points missing after a bill payment. Need a reliable solution.",Android,3.2.0,United States,San Francisco,Xiaomi Redmi Note 13,Returning User,Free,17.0,Organic,English,False,True
REV-000185,2026-03-28,1,"Honestly, the app freeze happens after login. Hope the next update resolves it.",Android,3.3.0,Singapore,Singapore,Google Pixel 8,New User,Free,3.0,Referral,English,False,True
REV-000186,2026-03-02,5,the app crash opens transaction history,Web,3.3.0,United States,New York,Edge on Windows,Small Business,Business,12.0,Business Sales,English,False,True
REV-000187,2025-11-30,4,Add support for home-screen widgets,Android,3.2.0,United States,San Francisco,Samsung Galaxy A54,Returning User,Free,21.0,Referral,English,False,True
REV-000188,2025-08-08,2,"After the latest update, app baar baar crash ho rahi hai after update. Please fix this.",Android,3.0.1,United Arab Emirates,Abu Dhabi,OnePlus Nord,Small Business,Free,8.0,Business Sales,Hinglish,True,True
REV-000189,2026-03-19,4,"Honestly, the app crash opens transaction history. Kindly check asap.",iOS,3.3.0,Australia,Sydney,iPhone SE,Small Business,Free,40.0,Business Sales,English,False,True
REV-000190,2025-10-15,4,"Since yesterday, checkout failed during bill payment. Need a reliable solution.",iOS,3.1.1,India,Chennai,iPhone 14,Returning User,Free,9.0,Organic,English,False,True
REV-000191,2026-06-01,2,"After the latest update, support fixed the issue but the slow response was frustrating. The rest of the app is useful. Also, the refund arrived much faster than expected. This should be clearer.",Android,3.4.0,Australia,Sydney,Samsung Galaxy S23,Power User,Free,18.0,Referral,English,False,True
REV-000192,2025-10-06,5,onboarding was simple,Android,3.1.1,India,Delhi,Motorola Edge,New User,Free,0.0,Social,Informal English,False,True
REV-000193,2025-08-19,3,"Honestly, Feature request: please add family account access. Hope the next update resolves it.",Android,3.0.1,India,Bengaluru,Google Pixel 8,New User,Free,3.0,Organic,English,False,False
REV-000194,2026-04-23,3,"  I cannot track the replacement card. This happened while paying a bill. Also, onboarding was simple. Need a reliable solution.  ",Android,3.3.1,India,Delhi,OnePlus 12,Power User,Free,47.0,Referral,English,False,True
REV-000195,2025-08-30,2,"On my account, approval is delayed and I cannot log in. Need a reliable solution.",Android,3.0.1,India,Chennai,Samsung Galaxy A54,New User,Free,1.0,Social,English,False,True
REV-000196,2025-09-10,3,"After the latest update, excellent service and reliable transfers. Hope the next update resolves it.",Android,3.1.0,India,Jaipur,Google Pixel 8,New User,Premium,2.0,Paid Search,English,False,True
REV-000197,2026-02-11,3,document upload has a UI bug,Android,3.2.2,United States,New York,Nothing Phone 2,Student,Free,15.0,Campus Campaign,English,False,True
REV-000198,2026-05-07,2,"Honestly, card issue controls are not working. Need a reliable solution.",iOS,3.4.0,India,Kolkata,iPhone 14,Student,Free,3.0,Campus Campaign,English,False,True
REV-000199,2025-09-16,5,"On my account, tracking is inaccurate for the card delivery. This should be clearer.",Android,3.1.0,India,Pune,OnePlus Nord,Power User,Premium,23.0,Organic,English,False,True
REV-000200,2025-11-07,2,approval is delayed and I cannot log in,Android,3.2.0,Australia,Sydney,Samsung Galaxy S23,Power User,Free,35.0,Organic,English,False,True
REV-000201,2026-03-30,5,support ka reply late mila,Android,3.3.0,India,Mumbai,Google Pixel 8,Returning User,Free,19.0,Organic,Hinglish,False,True
REV-000202,2026-06-18,2,I was charged twice for one payment,iOS,3.4.0,United Arab Emirates,Abu Dhabi,iPhone SE,Small Business,Business,25.0,Partnership,English,True,True
REV-000203,2026-01-03,3,"Please add dark mode. Also, transaction alerts are useful. Please fix this.",iOS,3.2.1,India,Hyderabad,iPhone 15 Pro,New User,Free,1.0,Organic,English,False,True
REV-000204,2025-08-27,2,"Honestly, support fixed the issue but the slow response was frustrating.",Android,3.0.1,United Arab Emirates,Abu Dhabi,OnePlus Nord,Student,Free,13.0,Social,English,True,True
REV-000205,2025-07-07,1,"  Honestly,  the  replacement card delivery arrived late. Please fix this.  ",iOS,3.0.0,India,Pune,iPhone SE,Returning User,Free,23.0,Paid Search,English,False,True
REV-000206,2025-10-01,4,the recipient was not credited,iOS,3.1.1,India,Ahmedabad,iPhone 15,Student,Free,7.0,Social,English,False,True
REV-000207,2025-08-22,3,checkout failed during bill payment. Kindly check asap.,iOS,3.0.1,Australia,Melbourne,iPhone 15,Returning User,Free,15.0,Organic,English,False,True
REV-000208,2026-03-05,2,I need help because this looks like a scam,Android,3.3.0,India,Kolkata,Xiaomi Redmi Note 13,Small Business,Free,40.0,Business Sales,English,False,True
REV-000209,2025-08-18,3,"after the latest update, it would be better if you added pdf statements. hope the next update resolves it.",Android,3.0.1,India,Bengaluru,Samsung Galaxy S23,Returning User,Premium,4.0,Paid Search,English,False,True
REV-000210,2026-01-06,4,Would be useful if you added family account access,Android,3.2.1,India,Hyderabad,OnePlus Nord,New User,Free,2.0,Social,English,False,True
REV-000211,2026-03-08,1,merchant payment took hours to confirm,Web,3.3.0,India,Mumbai,Chrome on macOS,New User,Premium,0.0,Paid Search,English,False,True
REV-000212,2026-02-04,2,support did not reply for three days. This should be clearer.,Android,3.2.2,India,Jaipur,OnePlus 12,Returning User,Free,24.0,Paid Search,English,False,True
REV-000213,2025-09-18,5,I noticed that excellent service and reliable transfers. Need a reliable solution.,Android,3.1.0,India,Hyderabad,Google Pixel 8,Student,Free,15.0,Referral,English,False,True
REV-000214,2026-04-11,4,"After the latest update, onboarding was simple. Need a reliable solution.",Android,3.3.1,India,Kolkata,Xiaomi Redmi Note 13,New User,Free,3.0,Social,English,False,True
REV-000215,2026-03-12,3,I noticed that payment pending hai aur money deducted. Kindly check asap.,Android,3.3.0,India,Hyderabad,Motorola Edge,Returning User,Free,10.0,Social,Hinglish,True,True
REV-000216,2026-03-17,4,"Honestly, Add support for personalized recommendations for spending. This should be clearer.",Android,3.3.0,India,Pune,Samsung Galaxy A54,Power User,Free,24.0,Referral,English,False,True
REV-000217,2025-08-22,5,"SINCE YESTERDAY, PLEASE ADD API ACCESS AND BANK INTEGRATIONS. PLEASE FIX THIS.",iOS,3.0.1,India,Jaipur,iPhone 14,Returning User,Free,17.0,Organic,English,False,True
REV-000218,2025-08-19,5,the refund arrived much faster than expected,Web,3.0.1,United Kingdom,Manchester,Chrome on Windows,Small Business,Business,16.0,Organic,English,False,True
REV-000219,2026-05-27,1,"On my account, Would be useful if you added better filters and sorting for transaction history. Kindly check asap.",iOS,3.4.0,India,Kolkata,iPhone 15,Student,Premium,4.0,Social,English,True,True
REV-000220,2025-12-06,4,great app and the interface is clean. kindly check asap.,Android,3.2.1,India,Jaipur,Motorola Edge,Returning User,Premium,20.0,Organic,Informal English,True,True
REV-000221,2025-11-03,1,payment pending hai aur money deducted,Android,3.2.0,India,Hyderabad,Xiaomi Redmi Note 13,New User,Free,1.0,Social,Hinglish,True,True
